Title,Time,Artist,Album,Genre,Heart,Plays
Domestic Pressures,2:37,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,2
Chalkboard,1:05,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,2
Cavendish Lab,2:31,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,2
A Game of Croquet,2:46,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,2
Viva Voce,1:37,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,2
A Spacetime Singularity,2:16,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,2
A Normal Family,1:41,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,2
Forces of Attraction,2:03,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,2
Camping,1:19,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,2
The Whirling Ways of Stars That Pass,1:53,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Soundtrack,0,2
Sunlight In a Jar,3:23,The Lucksmiths,Warmer Corners,Alternative,0,2
Daydreams (Apple Music Home Session),3:04,Maisie Peters,Apple Music Home Session: Maisie Peters,Pop,0,2
Neck of the Woods,2:31,Maisie Peters,Trying: Season 2 (Apple TV+ Original Series Soundtrack),Soundtrack,0,2
Happy Hunting Ground (feat. Griff),3:03,Maisie Peters,Trying: Season 2 (Apple TV+ Original Series Soundtrack),Soundtrack,0,2
I Want You to Change (Because You Want to Change) [feat. Bear’s Den],3:53,Maisie Peters,Trying: Season 2 (Apple TV+ Original Series Soundtrack),Soundtrack,0,2
The Party,2:31,Maisie Peters,Trying: Season 2 (Apple TV+ Original Series Soundtrack),Soundtrack,0,2
Vistas,9:57,"Mark O'Connor, Yo-Yo Ma & Edgar Meyer",Appalachian Journey,Classical,0,2
Unreflected,3:42,Mazzy Star,So Tonight That I Might See,Rock,0,2
Into Dust,5:37,Mazzy Star,So Tonight That I Might See,Rock,0,2
From the Start,3:57,Meg Hutchinson,Any Given Day (Live Remastered),Singer/Songwriter,0,2
Yet To Be,3:08,Meg Hutchinson,Any Given Day (Live Remastered),Singer/Songwriter,0,2
Only Just Begun,4:37,Meg Hutchinson,Beyond That,Singer/Songwriter,0,2
Yellow Room,5:00,Meg Hutchinson,Beyond That,Singer/Songwriter,0,2
When the Lights Went Down,4:34,Meg Hutchinson,Beyond That,Singer/Songwriter,0,2
Night Hike,1:27,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,2
Beyond That,3:54,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,2
Nowhere,4:23,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,2
Outro 2,0:32,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,2
Something Else,3:29,Meg Hutchinson,The Living Side,Singer/Songwriter,0,2
I Bet You Think About Me,5:23,Minnz Piano,Red Piano Instrumentals,Pop,0,2
Body,3:34,Mother Mother,O My Heart (Deluxe Video Edition),Alternative,0,2
Hayloft,3:02,Mother Mother,O My Heart (Deluxe Video Edition),Alternative,0,2
"Lost In Your Eyes (Outtake, 1974)",4:48,Mudcrutch,An American Treasure,Rock,0,2
Shady Grove,3:58,Mudcrutch,Mudcrutch (Deluxe Edition),Rock,0,2
Crystal River,9:28,Mudcrutch,Mudcrutch (Deluxe Edition),Rock,0,2
Lover of the Bayou,4:33,Mudcrutch,Mudcrutch (Deluxe Edition),Rock,0,2
Hope,3:11,Mudcrutch,Mudcrutch 2,Rock,0,2
Grow,1:47,MUNA,Saves the World,Alternative,0,2
Never,4:04,MUNA,Saves the World,Alternative,0,2
Taken,4:06,MUNA,Saves the World,Alternative,0,2
drivers license,4:02,Olivia Rodrigo,SOUR,Pop,0,2
Counting Stars,4:17,OneRepublic,Native (Deluxe),Pop,0,2
For You Blue (Live),3:05,Paul McCartney,Concert for George (Live),Rock,0,2
My Arms Were Always Around You,3:21,Peter Bradley Adams,A Face Like Mine,Singer/Songwriter,0,2
Lorraine,4:34,Peter Bradley Adams,A Face Like Mine,Singer/Songwriter,0,2
A Face Like Mine,6:11,Peter Bradley Adams,A Face Like Mine,Singer/Songwriter,0,2
Stay for a While,4:05,Peter Bradley Adams,A Face Like Mine,Singer/Songwriter,0,2
On Jordan's Stormy Banks,4:08,Peter Bradley Adams,A Face Like Mine,Singer/Songwriter,0,2
We Are,4:41,Peter Bradley Adams,A Face Like Mine,Singer/Songwriter,0,2
Come Tomorrow,4:17,Peter Bradley Adams,A Face Like Mine,Singer/Songwriter,0,2
I'll Forget You,3:41,Peter Bradley Adams,Leavetaking,Country,0,2
Under My Skin,3:34,Peter Bradley Adams,Leavetaking,Country,0,2
Always,4:00,Peter Bradley Adams,Leavetaking,Country,0,2
So Are You to Me,2:27,Peter Bradley Adams,Leavetaking,Country,0,2
Song for Viola,2:24,Peter Bradley Adams,Leavetaking,Country,0,2
Family Name,3:02,Peter Bradley Adams,Traces,Country,0,2
For You,3:06,Peter Bradley Adams,Traces,Country,0,2
Trace of You,3:50,Peter Bradley Adams,Traces,Country,0,2
All I Need,3:49,Radiohead,In Rainbows,Alternative,0,2
Break the Wheel,4:30,Ramin Djawadi,Game of Thrones: Season 8 (Music from the HBO Series),Soundtrack,0,2
You Have a Choice,2:23,Ramin Djawadi,Game of Thrones: Season 8 (Music from the HBO Series),Soundtrack,0,2
The Rains of Castamere,3:44,Ramin Djawadi & Serj Tankian,Game of Thrones: Season 8 (Music from the HBO Series),Soundtrack,0,2
Out Tonight,3:54,Rent,Rent (Selections from the Original Motion Picture Soundtrack),Soundtrack,0,2
Without You,4:17,Rent,Rent (Selections from the Original Motion Picture Soundtrack),Soundtrack,0,2
What You Own,3:58,Rent,Rent (Selections from the Original Motion Picture Soundtrack),Soundtrack,0,2
Lost Girl,7:13,Rising Appalachia,The Lost Mystique of Being in the Know,Folk,0,2
Clay,5:37,Rising Appalachia,The Lost Mystique of Being in the Know,Folk,0,2
Ill Fly Away,2:45,Rising Appalachia,The Sails of Self,Worldwide,0,2
Save My Soul,4:01,Rising Appalachia,The Sails of Self,Worldwide,0,2
Swoon,2:30,Rising Appalachia,The Sails of Self,Worldwide,0,2
Stand Like an Oak,3:02,Rising Appalachia,Stand Like an Oak - Single,Folk,0,2
Intro,2:20,Sea Wolf,"Song Spells, No.1: Cedarsmoke",Alternative,0,2
Bergamot Morning,3:29,Sea Wolf,"Song Spells, No.1: Cedarsmoke",Alternative,0,2
Young Bodies,3:29,Sea Wolf,"Song Spells, No.1: Cedarsmoke",Alternative,0,2
The Water's Wide,4:34,Sea Wolf,"Song Spells, No.1: Cedarsmoke",Alternative,0,2
Visions,8:59,Sea Wolf,"Song Spells, No.1: Cedarsmoke",Alternative,0,2
Gold Coast,2:08,Spencer Hunt,Windy City - EP,Old School Rap,0,2
Ontario,2:28,Spencer Hunt,Windy City - EP,Old School Rap,0,2
Riverwalk,3:07,Spencer Hunt & qtsal,Windy City - EP,Old School Rap,0,2
Wait for Love,3:34,St. Lucia,When the Night (Deluxe),Alternative,0,2
September,5:46,St. Lucia,When the Night (Deluxe),Alternative,0,2
The Last Thing on My Mind (with Punch Brothers),3:35,Stark Sands,Inside Llewyn Davis (Original Soundtrack Recording),Soundtrack,0,2
Mark on Me,4:15,The Steel Wheels,"Everyone a Song, Vol. 2",Folk,0,2
Memories in Mind,3:16,The Steel Wheels,"Everyone a Song, Vol. 2",Folk,0,2
Adventures of Grace and Henry,4:43,The Steel Wheels,"Everyone a Song, Vol. 2",Folk,0,2
Lifeline,5:06,The Steel Wheels,"Everyone a Song, Vol. 2",Folk,0,2
Where Our Future Begins,4:21,The Steel Wheels,"Everyone a Song, Vol. 2",Folk,0,2
Lullaby,4:55,The Steel Wheels,"Everyone a Song, Vol. 2",Folk,0,2
We've Got a Fire,3:28,The Steel Wheels,Leave Some Things Behind,Singer/Songwriter,0,2
Rains Come,4:58,The Steel Wheels,Over the Trees,Americana,0,2
This Year,2:50,The Steel Wheels,Over the Trees,Americana,0,2
Ghost of Myself (Live),4:07,The Steel Wheels,Volume 1: Live at the Station Inn,Americana,0,2
Cuckoo / Cluck Old Hen (Live),7:06,The Steel Wheels,Volume 1: Live at the Station Inn,Americana,0,2
Go Up to That Mountain (Live),5:31,The Steel Wheels,Volume 1: Live at the Station Inn,Americana,0,2
To the Wild,4:12,The Steel Wheels,Wild As We Came Here,Singer/Songwriter,0,2
Scrape Me Off the Ceiling,3:01,The Steel Wheels,Wild As We Came Here,Singer/Songwriter,0,2
Broken Mandolin,4:35,The Steel Wheels,Wild As We Came Here,Singer/Songwriter,0,2
Heartbeat,3:21,The Steel Wheels,Wild As We Came Here,Singer/Songwriter,0,2
Till No One Is Free,4:44,The Steel Wheels,Wild As We Came Here,Singer/Songwriter,0,2
Wild As We Came Here,4:49,The Steel Wheels,Wild As We Came Here (Deluxe Edition),Singer/Songwriter,0,2
Broken Mandolin,4:35,The Steel Wheels,Wild As We Came Here (Deluxe Edition),Singer/Songwriter,0,2
Take Me to the Ending,3:49,The Steel Wheels,Wild As We Came Here (Deluxe Edition),Singer/Songwriter,0,2
Sara (Live 1981),7:50,Stevie Nicks,Bella Donna (Deluxe Edition),Rock,0,2
Rock and Roll (Live 2005),4:03,Stevie Nicks,Crystal Visions... The Very Best of Stevie Nicks (Bonus Version),Rock,0,2
You May Be the One,5:27,Stevie Nicks,In Your Dreams,Rock,0,2
Circle Dance (Live from Soundstage),4:14,Stevie Nicks,The Soundstage Sessions: Stevie Nicks (Live),Rock,0,2
Sorcerer (Live from Soundstage),5:00,Stevie Nicks,The Soundstage Sessions: Stevie Nicks (Live),Rock,0,2
Edge of Seventeen (Remaster),5:29,Stevie Nicks,Stand Back,Rock,0,2
Long Way to Go (Remaster),4:06,Stevie Nicks,Stand Back,Rock,0,2
Crash Into Me (Live) [Remaster],5:34,Stevie Nicks,Stand Back,Rock,0,2
Whole Lotta Trouble,4:32,Stevie Nicks,Timespace: The Best of Stevie Nicks,Rock,0,2
Edge of Seventeen,5:28,Stevie Nicks,Timespace: The Best of Stevie Nicks,Rock,0,2
Has Anyone Ever Written Anything for You,4:39,Stevie Nicks,Timespace: The Best of Stevie Nicks,Rock,0,2
No Spoken Word (Live),4:10,Stevie Nicks,Up Close & Live (Live),Rock,0,2
Lady,4:58,Stevie Nicks,24 Karat Gold: Songs from the Vault (Deluxe Version),Rock,0,2
Watch Chain,4:09,Stevie Nicks,24 Karat Gold: Songs from the Vault (Deluxe Version),Rock,0,2
Hard Advice,4:20,Stevie Nicks,24 Karat Gold: Songs from the Vault (Deluxe Version),Rock,0,2
Blue Water,4:26,Stevie Nicks,24 Karat Gold: Songs from the Vault (Deluxe Version),Rock,0,2
The Dealer,4:38,Stevie Nicks,24 Karat Gold: Songs from the Vault (Deluxe Version),Rock,0,2
Gone,3:47,Switchfoot,The Beautiful Letdown (Deluxe Version),Pop,0,2
This Is Home,3:52,Switchfoot,The Best Yet,Pop,0,2
Awakening,4:09,Switchfoot,The Best Yet,Pop,0,2
Only Hope,4:14,Switchfoot,The Best Yet,Pop,0,2
Hello Hurricane,4:04,Switchfoot,Hello Hurricane,Alternative,0,2
Needle and Haystack Life,3:46,Switchfoot,Hello Hurricane (Deluxe Version),Alternative,0,2
Enough to Let Me Go,3:52,Switchfoot,Hello Hurricane (Deluxe Version),Alternative,0,2
Oh! Gravity.,2:30,Switchfoot,Oh! Gravity.,Alternative,0,2
Yesterdays,4:05,Switchfoot,Oh! Gravity.,Alternative,0,2
Burn Out Bright,3:24,Switchfoot,Oh! Gravity.,Alternative,0,2
Learning to Breathe,4:35,Switchfoot,A Walk to Remember,Soundtrack,0,2
She's Warm,2:41,takeo,She's Warm - Single,Instrumental,0,2
Simpler Times,2:05,takeo,Simpler Times - Single,Hip-Hop,0,2
Blue Moon,2:13,takeo & Spencer Hunt,Window Seat,Old School Rap,0,2
"Red (2013 CMA Awards Performance) [feat. Alison Krauss, Edgar Meyer, Eric Darken, Sam Bush & Vince Gill]",3:51,Taylor Swift,"Red (2013 CMA Awards Performance) [feat. Alison Krauss, Edgar Meyer, Eric Darken, Sam Bush & Vince Gill] - Single",Country,0,2
Never Grow Up,4:50,Taylor Swift,Speak Now (Deluxe Edition),Pop,0,2
Innocent,5:02,Taylor Swift,Speak Now (Deluxe Edition),Pop,0,2
Last Kiss,6:07,Taylor Swift,Speak Now (Deluxe Edition),Pop,0,2
Ours,3:58,Taylor Swift,Speak Now (Deluxe Edition),Pop,0,2
A Place In This World,3:19,Taylor Swift,Taylor Swift (Bonus Track Version),Country,0,2
A Perfectly Good Heart,3:40,Taylor Swift,Taylor Swift (Bonus Track Version),Country,0,2
willow (90's trend remix),3:45,Taylor Swift,willow (90's trend remix) - Single,Alternative,0,2
Saving Grace,3:47,Tom Petty,Highway Companion,Rock,0,2
Square One,3:26,Tom Petty,Highway Companion,Rock,0,2
Ankle Deep,3:24,Tom Petty,Highway Companion,Rock,0,2
The Golden Rose,4:43,Tom Petty,Highway Companion,Rock,0,2
Honey Bee,4:58,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,2
Cabin Down Below,2:51,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,2
Hope You Never,3:02,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,2
Hung Up and Overdue,6:02,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,2
Don't Fade On Me (Home Recording),3:28,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,2
You Don't Know How It Feels (Live),7:02,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,2
"Surrender (Outtake, 1976)",3:19,Tom Petty & The Heartbreakers,An American Treasure,Rock,0,2
"Listen to Her Heart (Live at The Record Plant, Sausalito, CA, 4/23/77)",3:20,Tom Petty & The Heartbreakers,An American Treasure,Rock,0,2
Radio Promotion Spot (1977),0:28,Tom Petty & The Heartbreakers,An American Treasure,Rock,0,2
Rockin' Around (With You),2:20,Tom Petty & The Heartbreakers,An American Treasure,Rock,0,2
No Second Thoughts,2:39,Tom Petty & The Heartbreakers,An American Treasure,Rock,0,2
"Even the Losers (Live at Rochester Community War Memorial, Rochester, NY, 9/9/89)",3:29,Tom Petty & The Heartbreakers,An American Treasure,Rock,0,2
"Rebels (Alternate Version, 1985)",5:18,Tom Petty & The Heartbreakers,An American Treasure,Rock,0,2
"I Won't Back Down (Live at the Fillmore, San Francisco, CA, 2/4/87)",3:39,Tom Petty & The Heartbreakers,An American Treasure,Rock,0,2
Lonesome Sundown,4:32,Tom Petty & The Heartbreakers,An American Treasure,Rock,0,2
"Have Love, Will Travel",4:05,Tom Petty & The Heartbreakers,An American Treasure,Rock,0,2
Fault Lines,4:29,Tom Petty & The Heartbreakers,An American Treasure,Rock,0,2
Makin' Some Noise,3:26,Tom Petty & The Heartbreakers,Into the Great Wide Open,Rock,0,2
Mystic Eyes (Live),9:01,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,2
Green Onions (Live),4:19,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,2
Goldfinger (Live),4:02,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,2
Spike (Live),7:40,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,2
"Good, Good Lovin' (Live)",2:50,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,2
Learning to Fly (Live from Bonnaroo),4:54,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,2
Zero from Outer Space,3:08,Tom Petty & The Heartbreakers,She's the One (Songs and Music from the Motion Picture),Rock,0,2
Aiport,0:57,Tom Petty & The Heartbreakers,She's the One (Songs and Music from the Motion Picture),Rock,0,2
"Insider (Live at Stephen C. O'Connell Center, Gainesville, FL, 9/21/06)",4:57,Tom Petty & The Heartbreakers & Stevie Nicks,An American Treasure,Rock,0,2
Mercy,4:17,Tracy Grammer,Low Tide,Singer/Songwriter,0,2
Forty-Niner,4:48,Tracy Grammer,Low Tide,Singer/Songwriter,0,2
The Verdant Mile,3:25,Tracy Grammer,The Verdant Mile,Singer/Songwriter,0,2
Wasn't Born to Follow,2:02,Tracy Grammer,The Verdant Mile,Singer/Songwriter,0,2
Rattled,2:59,The Traveling Wilburys,"The Traveling Wilburys, Vol. 1 (Remastered)",Rock,0,2
Not Alone Any More,3:24,The Traveling Wilburys,"The Traveling Wilburys, Vol. 1 (Remastered)",Rock,0,2
Margarita,3:16,The Traveling Wilburys,"The Traveling Wilburys, Vol. 1 (Remastered)",Rock,0,2
Spike Driver,3:35,Trent Wagler & Jay Lapp,Adrienna Valentine,Country,0,2
Water's Edge,4:18,Trent Wagler & Jay Lapp,Adrienna Valentine,Country,0,2
Body Like a Glove,3:27,Trent Wagler and The Steel Wheels,Blue Heaven,Country,0,2
Uncle Jo (feat. Nahko),4:15,Trevor Hall,KALA (Deluxe Edition),Rock,0,2
Mother (feat. Xavier Rudd & Tubby Love),5:46,Trevor Hall,KALA (Deluxe Edition),Rock,0,2
Indigo,5:31,Trevor Hall,KALA (Deluxe Edition),Rock,0,2
All the Stars,4:12,The Wailin' Jennys,Bright Morning Stars,Singer/Songwriter,0,2
Asleep At Last,2:58,The Wailin' Jennys,Bright Morning Stars,Singer/Songwriter,0,2
The Valley,5:47,The Wailin' Jennys,Fifteen,Singer/Songwriter,0,2
Not Alone,4:39,The Wailin' Jennys,Fifteen,Singer/Songwriter,0,2
Keep Me in Your Heart,3:38,The Wailin' Jennys,Fifteen,Singer/Songwriter,0,2
Weary Blues From Waitin',3:14,The Wailin' Jennys,Fifteen,Singer/Songwriter,0,2
Prairie Town,5:02,The Wailin' Jennys,Firecracker,Singer/Songwriter,0,2
Fly Me High,3:48,Xavier Rudd,Storm Boy,Alternative,0,2
View From Heaven,3:22,Yellowcard,Ocean Avenue,Rock,0,2
Ocean Avenue Acoustic,3:40,Yellowcard,Ocean Avenue Acoustic,Alternative,0,2
How I Go (Live) [Acoustic],4:39,Yellowcard,Paper Walls,Rock,0,2
All My Days,4:57,Alexi Murdoch,Time Without Consequence,Alternative,0,1
Breathe,4:17,Alexi Murdoch,Time Without Consequence,Alternative,0,1
Wait,5:57,Alexi Murdoch,Time Without Consequence,Pop,0,1
Towards the Sun,4:43,Alexi Murdoch,Towards the Sun,Alternative,0,1
Some Day Soon,4:48,Alexi Murdoch,Towards the Sun,Alternative,0,1
Through the Dark,5:30,Alexi Murdoch,Towards the Sun,Alternative,0,1
The Light (Her Hands Were Leaves),4:50,Alexi Murdoch,Towards the Sun,Alternative,0,1
Adelaide (Live),3:39,Anberlin,Cities - Live in New York City,Alternative,0,1
The Unwinding Cable Car (Live),5:13,Anberlin,Cities - Live in New York City,Alternative,0,1
Reclusion (Live),3:32,Anberlin,Cities - Live in New York City,Alternative,0,1
Inevitable (Live),3:51,Anberlin,Cities - Live in New York City,Alternative,0,1
Behind The Scenes (Behind the Scenes),4:05,Anberlin,"Dark Is the Way, Light Is a Place",Alternative,0,1
"We Owe This To Ourselves (Live From Pittsburgh, PA/2010)",3:12,Anberlin,"Dark Is the Way, Light Is a Place",Alternative,0,1
Take Me (As You Found Me) [Live],6:25,Anberlin,Live From Williamsburg,Alternative,0,1
A Day Late (Live),3:47,Anberlin,Live From Williamsburg,Alternative,0,1
Dismantle.Repair. (Live),5:17,Anberlin,Live From Williamsburg,Alternative,0,1
The Unwinding Cable Car (Live),6:49,Anberlin,Live From Williamsburg,Alternative,0,1
Feel Good Drag (Live),4:27,Anberlin,Live From Williamsburg,Alternative,0,1
Creep (Acoustic) [AOL Sessions],4:16,Anberlin,Lost Songs,Alternative,0,1
Ready Fuels (Demo),3:48,Anberlin,Lost Songs,Alternative,0,1
Glass to the Arson (Electronic Version),3:30,Anberlin,Lost Songs,Alternative,0,1
Never Take Friendship Personal (Live),4:04,Anberlin,Never Take Friendship Personal - Live in New York City,Alternative,0,1
(The Symphony Of) Blasé (Live),4:20,Anberlin,Never Take Friendship Personal - Live in New York City,Alternative,0,1
The Runaways (Live),4:02,Anberlin,Never Take Friendship Personal - Live in New York City,Alternative,0,1
The Feel Good Drag (Live),3:55,Anberlin,Never Take Friendship Personal - Live in New York City,Alternative,0,1
"Audrey, Start the Revolution! (Live)",3:24,Anberlin,Never Take Friendship Personal - Live in New York City,Alternative,0,1
A Heavy Hearted Work of Staggering Genius (Live),1:55,Anberlin,Never Take Friendship Personal - Live in New York City,Alternative,0,1
"Dance, Dance, Christa Päffgen (Live)",7:40,Anberlin,Never Take Friendship Personal - Live in New York City,Alternative,0,1
A Heavy Hearted Work of Staggering Genius,2:54,Anberlin,Tear Us Apart,Alternative,0,1
You Had Time,5:48,Ani DiFranco,Canon,Singer/Songwriter,0,1
Go Now,4:19,Antje Duvekot,Big Dream Boulevard,Singer/Songwriter,0,1
Diamond On Your Hand,4:30,Antje Duvekot,Big Dream Boulevard,Singer/Songwriter,0,1
Jerusalem,4:53,Antje Duvekot,Big Dream Boulevard,Singer/Songwriter,0,1
Sex Bandaid,4:31,Antje Duvekot,Big Dream Boulevard,Singer/Songwriter,0,1
Helpless Kiss,4:32,Antje Duvekot,Big Dream Boulevard,Singer/Songwriter,0,1
Judas,6:14,Antje Duvekot,Big Dream Boulevard,Singer/Songwriter,0,1
The Wind (feat. Anne Heaton),1:27,Antje Duvekot,Live From All Over the Place,Singer/Songwriter,0,1
Dublin Boys,3:58,Antje Duvekot,Snapshots,Singer/Songwriter,0,1
Salvation Song (Live),6:25,The Avett Brothers,"The Avett Brothers Live, Vol. 3",Rock,0,1
Acceptance,3:16,Ben Crosland,Acceptance - Single,Classical Crossover,0,1
Just Let Go,2:49,Ben Crosland,Just Let Go - Single,Classical,0,1
First Rain of Summer,3:43,Ben Crosland,Songs from Rainbow Hill,Classical Crossover,0,1
That Was Then,2:17,Ben Crosland,Songs from Rainbow Hill,Classical Crossover,0,1
Slow Waltz,1:42,Ben Crosland,Songs from Rainbow Hill,Classical Crossover,0,1
Love's Grove,2:52,Ben Crosland,Songs from Rainbow Hill,Classical Crossover,0,1
The Snow is Melting,2:58,Ben Crosland,Songs from Rainbow Hill,Classical Crossover,0,1
Aftermath,2:14,Ben Crosland,Songs from Rainbow Hill,Classical Crossover,0,1
View from a Window,2:39,Ben Crosland,Songs from Rainbow Hill,Classical Crossover,0,1
Dream Dancer,3:00,Ben Crosland,Songs from Rainbow Hill,Classical Crossover,0,1
Journey's End,3:41,Ben Crosland,Songs from Rainbow Hill,Classical Crossover,0,1
Oceans Apart,1:18,Ben Crosland,The Turn - EP,Classical,0,1
Memento,1:59,Ben Crosland,The Turn - EP,Classical,0,1
Surface Waves,2:18,Ben Crosland,The Turn - EP,Classical,0,1
The Turn,2:48,Ben Crosland,The Turn - EP,Classical,0,1
The Watchmaker,2:10,Ben Crosland,The Watchmaker - Single,Classical Crossover,0,1
Everything,4:46,Ben Howard,Every Kingdom,Singer/Songwriter,0,1
Only Love,4:09,Ben Howard,Every Kingdom,Singer/Songwriter,0,1
The Fear,4:20,Ben Howard,Every Kingdom,Singer/Songwriter,0,1
Promise,6:24,Ben Howard,Every Kingdom,Singer/Songwriter,0,1
Rivers In Your Mouth,5:12,Ben Howard,I Forget Where We Were,Singer/Songwriter,0,1
Time Is Dancing,6:49,Ben Howard,I Forget Where We Were,Singer/Songwriter,0,1
Evergreen,4:05,Ben Howard,I Forget Where We Were,Singer/Songwriter,0,1
End of the Affair,7:46,Ben Howard,I Forget Where We Were,Singer/Songwriter,0,1
Renegade (Pop Version),3:52,Big Red Machine & Taylor Swift,Renegade (Pop Version) - Single,Alternative,0,1
The Witching Hour – Intro,0:50,Birdy,Young Heart,Alternative,0,1
Second Hand News,4:08,Birdy,Young Heart,Alternative,0,1
Young Heart,5:59,Birdy,Young Heart,Alternative,0,1
Fall Apart Again,3:16,Brandi Carlile,Brandi Carlile: Acoustic - EP,Singer/Songwriter,0,1
Harder To Forgive,4:07,Brandi Carlile,"By The Way, I Forgive You",Singer/Songwriter,0,1
Party Of One,5:48,Brandi Carlile,"By The Way, I Forgive You",Singer/Songwriter,0,1
Oh Dear,2:51,Brandi Carlile,Give Up the Ghost,Singer/Songwriter,0,1
Before It Breaks (Live Acoustic),4:03,Brandi Carlile,Give Up the Ghost,Singer/Songwriter,0,1
Have You Ever (Live from Boston),2:50,Brandi Carlile,Live from Boston - EP,Singer/Songwriter,0,1
Josephine (Live),3:11,Brandi Carlile,Live from Boston - EP,Rock,0,1
The Story,3:58,Brandi Carlile,The Story,Singer/Songwriter,0,1
Turpentine,2:58,Brandi Carlile,The Story,Singer/Songwriter,0,1
Losing Heart,3:36,Brandi Carlile,The Story,Singer/Songwriter,0,1
Until I Die,4:06,Brandi Carlile,The Story,Singer/Songwriter,0,1
Born In the U.S.A.,4:40,Bruce Springsteen,Born In the U.S.A.,Rock,0,1
Something Just Like This,4:07,The Chainsmokers & Coldplay,Memories...Do Not Open,Dance,0,1
Winnipeg,4:34,Chris Pandolfi,Looking Glass,Country,0,1
Looking Glass,2:49,Chris Pandolfi,Looking Glass,Country,0,1
Machines,3:27,Chris Pandolfi,Looking Glass,Country,0,1
Big Bend,4:19,Chris Pandolfi,Looking Glass,Country,0,1
Rolling Blackout,4:35,Chris Pandolfi,Looking Glass,Country,0,1
Bell Jar,5:28,Chris Pureka,Back in the Ring,Singer/Songwriter,0,1
31 and Falling (feat. Girlyman) [Live],4:52,Chris Pureka,Chimera,Singer/Songwriter,0,1
Wrecking Ball,4:10,Chris Pureka,How I Learned to See In the Dark,Alternative,0,1
Hangman,4:53,Chris Pureka,How I Learned to See In the Dark,Alternative,0,1
Damage Control (Prelude),1:10,Chris Pureka,How I Learned to See In the Dark,Alternative,0,1
Shipwreck (Live),4:06,Chris Pureka,"Live at Jammin' Java, Vienna, VA (April 17th, 2016)",Alternative Folk,0,1
Crossfire I (Live),4:38,Chris Pureka,"Live at Jammin' Java, Vienna, VA (April 17th, 2016)",Alternative Folk,0,1
Back in the Ring (Live),5:17,Chris Pureka,"Live at Jammin' Java, Vienna, VA (April 17th, 2016)",Alternative Folk,0,1
Silent Movie (Live),2:52,Chris Pureka,"Live at Jammin' Java, Vienna, VA (April 17th, 2016)",Alternative Folk,0,1
Bell Jar (Live),5:28,Chris Pureka,"Live at Jammin' Java, Vienna, VA (April 17th, 2016)",Alternative Folk,0,1
Shepherd (Live),2:30,Chris Pureka,"Live at Jammin' Java, Vienna, VA (April 17th, 2016)",Alternative Folk,0,1
Heaven/Hell,5:06,CHVRCHES,Love Is Dead,Alternative,0,1
God's Plan,3:32,CHVRCHES,Love Is Dead,Alternative,0,1
Really Gone,3:12,CHVRCHES,Love Is Dead,Alternative,0,1
ii,1:09,CHVRCHES,Love Is Dead,Alternative,0,1
Wonderland,4:35,CHVRCHES,Love Is Dead,Alternative,0,1
The Hethel Thorn,3:34,Crowfoot,Footpath,Worldwide,0,1
Winter's Night,4:21,Crowfoot,Footpath,Worldwide,0,1
À la Claire Fontaine,5:18,Crowfoot,Footpath,Worldwide,0,1
Chickens,5:04,Crowfoot,Footpath,Worldwide,0,1
Gentle Arms of Eden,3:03,Dave Carter & Tracy Grammer,Drum Hat Buddha,Singer/Songwriter,0,1
I Go Like the Raven,3:35,Dave Carter & Tracy Grammer,Drum Hat Buddha,Singer/Songwriter,0,1
Ok Kid,3:59,Dead Horses,Brady Street,Singer/Songwriter,0,1
Bird over the Train,2:06,Dead Horses,Brady Street,Singer/Songwriter,0,1
